Customer ID,Age,Gender,Location, Income ,Marital Status,Purchase Frequency (Past 6 Months), Average Order Value ,Preferred Product Categories,Last Purchase Date,Return Rate, Customer Lifetime Value (CLV) , Average Star Rating ,NPS Score,Income,Average Order Value,Customer Lifetime Value (CLV),Average Star Rating
C099113,45,Male, Tampa," 250,000 ",Married,4," 46,000 ",Ring,8/26/2023,0%," 368,000 ",4.9,58.33,,,,
C099136,59,Male, St Louis," 290,000 ",Married,3," 21,000 ",Locket,4/2/2023,0%," 252,000 ",4.3,53.54,,,,
C099198,55,Female, Kansas City," 90,000 ",Single,1," 47,000 ",Earrings,4/11/2023,0%," 235,000 ",5.2,61.03,,,,
C099201,21,Female, Virginia Beach," 110,000 ",Married,1," 64,000 ",Pendant,3/14/2023,2%," 256,000 ",5.5,62.91,,,,
C099249,50,Female, San Antonio," 70,000 ",Single,1," 53,000 ",Necklace,7/9/2023,7%," 265,000 ",7.7,80.83,,,,
C099317,48,Male, Boston," 180,000 ",Single,1," 81,000 ",Bracelet,12/19/2023,0%," 243,000 ",7.3,77.49,,,,
C099470,18,Female, Charlotte," 280,000 ",Married,3," 75,000 ",Bracelet,9/26/2023,9%," 675,000 ",7.8,80.41,,,,
C099588,57,Female, Detroit," 280,000 ",Single,2," 56,000 ",Ring,9/22/2023,1%," 560,000 ",6.3,69.03,,,,
C099653,39,Male, Memphis," 70,000 ",Married,1," 64,000 ",Jewel,8/12/2023,0%," 256,000 ",6.2,69.01,,,,
C099656,59,Male, Austin," 180,000 ",Married,4," 1,221 ",Armlet,12/9/2023,0%," 24,420 ",6.0,68.27,,,,
C099681,35,Male, Oklahoma City," 210,000 ",Single,3," 205,000 ",Bracelet,10/13/2023,0%," 615,000 ",5.2,59.5,,,,
C099959,35,Male, Riverside," 190,000 ",Single,4," 58,000 ",Locket,12/14/2023,3%," 1,160,000 ",6.5,68.9,,,,
C099998,21,Male, Fresno," 130,000 ",Married,2," 43,000 ",Armlet,11/4/2023,8%," 430,000 ",8.5,86.56,,,,
C250603,25,Female, Pittsburgh,,Single,5,,Locket,2023-06-16 00:00:00,13%,,,75.02,"213,819","70,889","115,438",9.9
C572712,53,Male, Detroit,,Married,6,,Pendant,2023-03-24 00:00:00,19%,,,-61.25,"201,035","57,732","835,754",3.7
C380432,73,Male, Detroit,,Married,8,,Armlet,2023-03-27 00:00:00,17%,,,97.09,"82,542","151,533","1,380,325",7.2
C519938,23,Female, Detroit,,Single,6,,Earrings,2023-07-11 00:00:00,18%,,,95.92,"183,744","45,954","1,130,330",7.0
C717502,34,Male, Indianapolis,,Married,10,,Locket,2023-07-25 00:00:00,16%,,,-94.33,"251,015","190,271","2,836,050",9.1
C395136,63,Male, Dallas,,Married,1,,Pendant,2023-06-11 00:00:00,9%,,,59.64,"197,055","18,040","608,871",3.7
C879252,39,Female, Fresno,,Single,8,,Earrings,2023-08-22 00:00:00,1%,,,-18.57,"151,592","144,605","201,265",1.5
C438538,23,Male, Miami,,Married,1,,Locket,2023-07-04 00:00:00,0%,,,-81.52,"210,565","164,899","1,708,469",7.0
C703012,69,Female, Chicago,,Single,1,,Bracelet,2023-04-01 00:00:00,12%,,,-63.64,"192,452","25,111","1,619,810",9.2
C132450,51,Male, Columbus,,Married,7,,Jewel,2023-07-27 00:00:00,19%,,,-18.96,"217,543","120,346","824,292",2.0
C386486,53,Male, Long Beach,,Single,7,,Earrings,2023-05-03 00:00:00,2%,,,22.88,"79,334","193,789","2,759,838",8.9
C212203,60,Male, San Antonio,,Single,2,,Ring,2023-03-29 00:00:00,13%,,,14.02,"180,409","93,334","2,001,453",4.4
C291413,27,Female, Miami,,Single,5,,Jewel,2023-08-22 00:00:00,0%,,,-79.22,"192,278","119,053","261,384",1.8
C829443,32,Male, Atlanta,,Single,8,,Pendant,2023-04-15 00:00:00,11%,,,-99.87,"162,930","53,049","1,821,739",8.4
C488813,39,Male, Fort Worth,,Single,10,,Pendant,2023-07-24 00:00:00,9%,,,9.26,"194,497","137,154","1,840,262",3.1
C195397,60,Female, Dallas,,Married,3,,Bracelet,2023-03-14 00:00:00,5%,,,-42.26,"135,205","146,199","1,062,594",2.8
C921650,60,Female, Mesa,,Married,3,,Earrings,2023-07-14 00:00:00,19%,,,60.73,"164,606","118,488","30,024",1.7
C579499,28,Female, Portland,,Single,1,,Necklace,2023-03-22 00:00:00,12%,,,-43.77,"160,138","104,234","2,324,194",5.9
C760513,37,Male, St Louis,,Married,10,,Ring,2023-08-19 00:00:00,13%,,,75.81,"68,112","153,164","695,287",2.0
C459242,68,Female, St Louis,,Married,6,,Necklace,2023-08-20 00:00:00,2%,,,74.17,"79,813","131,696","789,495",8.1
C632973,47,Male, Riverside,,Single,4,,Locket,2023-05-22 00:00:00,5%,,,14.46,"211,816","51,467","1,849,868",6.1
C449970,32,Female, Dallas,,Married,8,,Earrings,2023-06-10 00:00:00,4%,,,-24.94,"284,208","57,562","644,417",3.2
C505212,30,Male, Austin,,Married,8,,Locket,2023-04-04 00:00:00,8%,,,98.99,"96,777","106,031","1,475,129",2.4
C931851,38,Male, Minneapolis,,Single,6,,Ring,2023-04-19 00:00:00,15%,,,8.51,"296,495","151,719","203,122",4.4
C784155,75,Male, Atlanta,,Married,10,,Locket,2023-04-17 00:00:00,5%,,,-47.08,"144,625","147,299","789,492",4.4
C196563,47,Female, Wichita,,Married,9,,Bracelet,2023-06-23 00:00:00,20%,,,-82.85,"255,453","175,803","908,880",7.3
C626499,58,Male, Detroit,,Married,4,,Bracelet,2023-06-16 00:00:00,18%,,,-37.8,"224,306","162,723","2,402,299",7.3
C607735,25,Male, Louisville,,Married,4,,Armlet,2023-03-15 00:00:00,4%,,,-85.18,"90,906","132,001","2,023,001",3.3
C717756,68,Male, St Louis,,Married,6,,Armlet,2023-07-18 00:00:00,3%,,,83.84,"74,221","165,370","2,753,601",4.8
C934956,30,Male, Albuquerque,,Married,10,,Bracelet,2023-05-18 00:00:00,0%,,,-54.83,"52,178","66,195","1,770,713",1.5
C116100,54,Male, Mesa,,Single,8,,Jewel,2023-04-03 00:00:00,9%,,,-68.98,"117,166","80,864","1,341,172",7.1
C453959,18,Female, Detroit,,Single,5,,Jewel,2023-05-28 00:00:00,4%,,,-95.22,"261,898","47,275","2,647,160",5.5
C841684,61,Male, Charlotte,,Married,2,,Earrings,2023-03-07 00:00:00,14%,,,-97.71,"201,352","115,301","1,137,819",6.3
C287257,41,Male, Los Angeles,,Married,4,,Jewel,2023-03-26 00:00:00,10%,,,74.54,"233,851","127,052","554,367",5.5
C889403,22,Male, Portland,,Married,7,,Ring,2023-05-24 00:00:00,6%,,,-20.71,"119,682","178,064","753,158",5.9
C496229,23,Male, Philadelphia,,Single,5,,Armlet,2023-03-14 00:00:00,0%,,,8.32,"61,224","186,751","1,490,670",8.0
C842247,69,Female, Colorado Springs,,Single,5,,Armlet,2023-03-19 00:00:00,16%,,,-79.72,"110,763","64,547","2,495,539",1.4
C812415,42,Female, Virginia Beach,,Married,5,,Earrings,2023-06-17 00:00:00,11%,,,-84.58,"216,031","154,557","1,104,763",2.9
C202269,32,Female, San Antonio,,Single,4,,Necklace,2023-07-01 00:00:00,1%,,,24.36,"223,333","114,685","1,275,009",4.0
C429138,57,Female, Philadelphia,,Single,4,,Armlet,2023-05-28 00:00:00,17%,,,90.61,"153,423","84,015","796,156",1.5
C199746,49,Male, Tucson,,Single,2,,Necklace,2023-08-21 00:00:00,1%,,,83.49,"239,042","100,672","2,399,026",8.3
C453848,47,Female, San Antonio,,Married,9,,Locket,2023-08-08 00:00:00,15%,,,-4.27,"265,230","189,785","1,338,466",8.7
C438406,46,Female, Minneapolis,,Single,1,,Earrings,2023-05-29 00:00:00,4%,,,-98.8,"71,796","97,322","1,104,023",3.0
C327736,49,Female, Detroit,,Married,1,,Locket,2023-03-17 00:00:00,7%,,,13.51,"174,644","52,978","2,691,695",7.4
C994096,24,Female, El Paso,,Married,10,,Armlet,2023-06-08 00:00:00,6%,,,-49.69,"245,197","189,945","1,630,205",6.3
C570765,39,Male, San Antonio,,Married,2,,Necklace,2023-08-21 00:00:00,8%,,,84.94,"231,487","101,190","1,153,775",8.7
C590301,30,Female, Sacramento,,Single,1,,Necklace,2023-05-25 00:00:00,15%,,,48.61,"123,750","150,039","737,633",4.7
C452459,62,Male, Newark,,Married,2,,Jewel,2023-04-19 00:00:00,3%,,,70.16,"61,954","180,019","2,429,236",8.4
C192101,26,Male, Denver,,Married,9,,Armlet,2023-05-04 00:00:00,9%,,,30.42,"176,937","192,206","890,572",3.7
C463167,22,Female, Colorado Springs,,Single,10,,Earrings,2023-05-02 00:00:00,8%,,,-59.97,"290,648","51,052","2,947,271",7.9
C556216,73,Female, Oklahoma City,,Married,7,,Locket,2023-06-05 00:00:00,16%,,,15.7,"190,185","116,265","2,737,601",3.9
C919101,33,Male, Los Angeles,,Single,3,,Bracelet,2023-06-03 00:00:00,4%,,,-34.94,"229,938","82,278","1,490,529",5.0
C502983,20,Male, Wichita,,Single,2,,Locket,2023-04-10 00:00:00,16%,,,-64.72,"244,086","181,454","849,116",8.3
C191843,55,Female, Orlando,,Single,9,,Ring,2023-03-06 00:00:00,6%,,,14.72,"282,942","80,246","148,862",5.4
C958198,59,Male, Chicago,,Single,2,,Earrings,2023-08-19 00:00:00,8%,,,-78.58,"204,064","26,208","2,103,741",8.9
C733611,25,Male, Columbus,,Married,4,,Pendant,2023-03-22 00:00:00,18%,,,17.06,"51,451","63,548","1,701,326",10.0
C311343,50,Male, New York,,Married,2,,Pendant,2023-05-31 00:00:00,12%,,,-16.4,"163,180","164,505","1,907,399",2.3
C566207,45,Male, Mesa,,Married,5,,Locket,2023-03-10 00:00:00,3%,,,60.39,"75,906","137,849","1,986,636",6.8
C427514,27,Male, Memphis,,Single,2,,Bracelet,2023-04-17 00:00:00,6%,,,67.8,"276,497","85,235","715,823",6.5
C619305,40,Male, Atlanta,,Married,6,,Bracelet,2023-03-16 00:00:00,7%,,,63.93,"261,341","115,314","2,802,971",4.5
C719034,41,Male, Boston,,Married,8,,Armlet,2023-05-18 00:00:00,9%,,,-26.38,"247,377","13,239","2,224,139",3.5
C134773,69,Female, San Antonio,,Single,8,,Jewel,2023-03-27 00:00:00,15%,,,42.46,"92,733","187,742","2,410,211",7.8
C208134,74,Male, El Paso,,Married,5,,Earrings,2023-06-29 00:00:00,14%,,,-35.17,"257,953","29,455","1,179,434",8.2
C127075,70,Male, Oklahoma City,,Married,9,,Bracelet,2023-07-22 00:00:00,10%,,,-8.67,"291,286","156,533","2,423,107",2.1
C457314,66,Male, Wichita,,Single,6,,Ring,2023-05-17 00:00:00,11%,,,58.63,"142,303","137,891","2,545,823",2.1
C172428,52,Male, San Jose,,Single,4,,Necklace,2023-03-07 00:00:00,6%,,,-82.61,"77,917","24,900","2,178,900",5.1
C206112,37,Male, Seattle,,Married,6,,Bracelet,2023-05-27 00:00:00,9%,,,-40.54,"290,201","111,942","403,161",7.5
C591828,31,Female, Atlanta,,Single,10,,Earrings,2023-07-20 00:00:00,20%,,,-78.62,"229,731","17,289","2,539,629",9.7
C760894,23,Male, St Louis,,Married,10,,Jewel,2023-03-31 00:00:00,4%,,,57.84,"169,752","172,366","2,702,634",7.8
C651943,43,Male, Detroit,,Single,5,,Armlet,2023-07-24 00:00:00,3%,,,15.59,"263,932","25,865","630,026",4.5
C184582,53,Female, San Diego,,Married,5,,Bracelet,2023-05-29 00:00:00,0%,,,-33.57,"273,919","13,237","2,230,250",7.3
C926138,38,Male, Omaha,,Married,1,,Necklace,2023-04-24 00:00:00,17%,,,-72.03,"255,772","159,598","311,397",6.3
C508653,45,Male, Albuquerque,,Single,8,,Armlet,2023-08-08 00:00:00,15%,,,-49.68,"275,342","157,482","111,723",3.7
C380171,35,Female, Orlando,,Single,9,,Locket,2023-03-18 00:00:00,11%,,,0.41,"93,958","159,413","1,624,201",3.3
C204499,53,Female, Sacramento,,Single,10,,Locket,2023-09-01 00:00:00,16%,,,77.17,"172,822","147,794","1,099,577",3.5
C664947,44,Male, Albuquerque,,Married,4,,Armlet,2023-08-31 00:00:00,6%,,,-48.2,"199,978","86,176","746,534",4.2
C565513,49,Male, Riverside,,Married,5,,Bracelet,2023-07-07 00:00:00,12%,,,88.87,"167,973","102,656","571,777",10.0
C597219,48,Male, Cincinnati,,Married,7,,Necklace,2023-04-19 00:00:00,18%,,,69.95,"118,455","153,993","2,560,608",3.3
C137767,25,Female, Colorado Springs,,Single,7,,Jewel,2023-03-06 00:00:00,7%,,,-4.64,"238,326","157,068","2,918,437",7.3
C902518,20,Male, Milwaukee,,Married,10,,Ring,2023-03-30 00:00:00,5%,,,96.26,"83,930","144,767","411,891",5.8
C185599,20,Female, Atlanta,,Married,4,,Armlet,2023-05-29 00:00:00,19%,,,13.24,"229,618","100,600","77,552",9.6
C231805,64,Female, Tulsa,,Married,8,,Jewel,2023-06-10 00:00:00,1%,,,-91.4,"111,004","150,860","572,740",4.1
C367423,19,Male, Louisville,,Married,9,,Jewel,2023-04-07 00:00:00,8%,,,-65.02,"147,596","198,214","773,519",2.4
C479383,30,Male, Riverside,,Single,2,,Ring,2023-03-22 00:00:00,1%,,,34.23,"130,420","176,442","2,668,368",7.5
C676871,49,Female, Albuquerque,,Married,8,,Earrings,2023-04-09 00:00:00,4%,,,-41.62,"223,320","188,319","395,759",6.0
C182220,47,Male, Detroit,,Single,4,,Armlet,2023-05-26 00:00:00,16%,,,-8.96,"100,930","141,151","852,355",5.9
C431944,60,Male, Long Beach,,Single,3,,Pendant,2023-05-27 00:00:00,16%,,,7.37,"299,503","111,732","1,671,499",9.3
C773207,63,Male, Jacksonville,,Single,6,,Necklace,2023-08-10 00:00:00,7%,,,83.38,"293,418","74,948","2,649,705",5.7
C635372,67,Male, Newark,,Married,8,,Ring,2023-05-19 00:00:00,4%,,,26.78,"175,115","167,250","2,205,667",4.4
C344728,38,Male, Mesa,,Single,5,,Ring,2023-04-06 00:00:00,13%,,,-72.38,"239,973","9,627","590,238",9.4
C695916,62,Male, Tulsa,,Single,8,,Locket,2023-05-23 00:00:00,6%,,,3.23,"152,024","37,587","2,253,412",6.6
C259049,65,Female, Tulsa,,Single,3,,Pendant,2023-06-23 00:00:00,7%,,,88.55,"189,092","18,021","1,256,805",9.5
C611628,22,Female, Detroit,,Single,2,,Armlet,2023-04-08 00:00:00,8%,,,42.05,"181,508","196,035","1,111,914",4.1
C587136,65,Female, Philadelphia,,Married,3,,Locket,2023-07-20 00:00:00,8%,,,-49.45,"161,235","96,375","1,283,795",3.2
C187881,36,Male, Newark,,Single,2,,Earrings,2023-06-14 00:00:00,15%,,,30.62,"178,366","79,661","742,510",8.4
C351065,60,Male, Albuquerque,,Single,8,,Armlet,2023-08-25 00:00:00,0%,,,-5.84,"94,730","134,279","497,990",1.0
C854601,44,Female, Houston,,Single,6,,Ring,2023-04-25 00:00:00,7%,,,79.62,"205,503","150,458","2,828,793",6.4
C761331,25,Male, Pittsburgh,,Single,1,,Necklace,2023-05-18 00:00:00,19%,,,-56.58,"298,680","144,273","1,912,613",8.2
C755360,39,Male, Charlotte,,Married,10,,Ring,2023-05-07 00:00:00,6%,,,-12.6,"52,389","133,032","380,064",1.2
C541804,51,Female, Seattle,,Married,2,,Earrings,2023-07-22 00:00:00,4%,,,5.34,"130,704","102,127","2,353,141",1.4
C930502,49,Female, San Antonio,,Married,1,,Necklace,2023-07-28 00:00:00,2%,,,42.97,"256,335","100,246","166,836",6.4
C140042,30,Male, Charlotte,,Married,9,,Earrings,2023-04-14 00:00:00,7%,,,15.04,"154,364","56,738","538,345",8.9
C171921,34,Female, Raleigh,,Single,1,,Bracelet,2023-07-13 00:00:00,0%,,,-28.92,"277,234","102,219","1,651,113",1.9
C408973,46,Male, El Paso,,Married,9,,Earrings,2023-05-24 00:00:00,1%,,,8.45,"224,227","100,361","2,638,263",8.9
C903592,40,Female, Wichita,,Married,8,,Pendant,2023-08-07 00:00:00,10%,,,-96.89,"137,247","145,481","2,109,676",2.2
C472835,54,Female, Minneapolis,,Single,4,,Ring,2023-05-15 00:00:00,11%,,,-42.65,"149,215","75,622","1,476,331",6.6
C234252,72,Female, St Louis,,Married,7,,Pendant,2023-08-24 00:00:00,5%,,,14.81,"239,078","181,414","439,300",7.4
C208252,45,Male, Louisville,,Married,5,,Pendant,2023-05-21 00:00:00,12%,,,-24.0,"266,022","120,364","878,409",2.8
C880985,63,Male, Pittsburgh,,Married,9,,Jewel,2023-04-25 00:00:00,5%,,,24.82,"218,451","8,375","530,182",4.0
C790833,38,Male, Fresno,,Married,7,,Bracelet,2023-05-16 00:00:00,17%,,,-14.24,"242,557","6,725","8,710",1.3
C495408,34,Female, Nashville,,Single,4,,Bracelet,2023-04-22 00:00:00,14%,,,87.81,"221,697","19,335","2,348,637",3.3
C353898,46,Female, Miami,,Married,6,,Armlet,2023-03-16 00:00:00,12%,,,-85.1,"285,467","180,991","272,669",8.0
C865881,70,Female, Memphis,,Single,9,,Earrings,2023-03-14 00:00:00,14%,,,-93.54,"183,459","118,777","371,383",8.6
C288620,29,Male, St Louis,,Married,8,,Jewel,2023-07-20 00:00:00,19%,,,-32.54,"167,000","35,673","1,491,016",1.2
C678974,20,Male, San Jose,,Single,9,,Earrings,2023-05-05 00:00:00,6%,,,26.31,"81,040","150,470","1,665,905",5.4
C280496,20,Female, San Francisco,,Married,5,,Earrings,2023-08-11 00:00:00,0%,,,13.2,"90,089","18,287","459,098",6.5
C463232,53,Female, Portland,,Single,6,,Armlet,2023-03-16 00:00:00,4%,,,40.23,"74,160","32,504","235,465",7.5
C620589,61,Female, Mesa,,Married,7,,Earrings,2023-05-23 00:00:00,18%,,,47.18,"206,258","10,702","678,411",4.3
C616694,75,Male, Louisville,,Single,2,,Jewel,2023-08-26 00:00:00,6%,,,-97.12,"154,419","117,233","148,147",5.7
C177069,54,Male, Greensboro,,Married,1,,Necklace,2023-08-03 00:00:00,3%,,,-33.73,"131,442","146,618","365,545",8.5
C978277,72,Male, Boston,,Single,4,,Jewel,2023-06-04 00:00:00,1%,,,67.72,"262,560","145,435","2,624,024",3.7
C664189,26,Female, Oklahoma City,,Single,8,,Necklace,2023-07-21 00:00:00,4%,,,99.45,"193,735","137,229","635,085",4.3
C292822,18,Male, Philadelphia,,Married,6,,Necklace,2023-05-19 00:00:00,0%,,,40.14,"194,984","152,930","1,069,874",1.3
C929926,67,Male, Minneapolis,,Single,8,,Armlet,2023-08-14 00:00:00,11%,,,-78.75,"217,194","124,105","2,377,615",7.9
C377887,44,Male, Minneapolis,,Married,6,,Ring,2023-04-11 00:00:00,7%,,,41.04,"229,714","130,898","1,368,360",1.2
C343077,74,Male, Omaha,,Married,9,,Locket,2023-07-14 00:00:00,10%,,,-6.61,"264,582","31,857","2,521,540",8.8
C795947,26,Male, New York,,Married,2,,Locket,2023-06-25 00:00:00,19%,,,65.36,"83,394","100,103","2,907,476",8.2
C487601,36,Male, Orlando,,Married,10,,Earrings,2023-05-28 00:00:00,11%,,,4.91,"55,573","193,826","2,701,801",1.9
C346066,68,Male, Indianapolis,,Married,10,,Ring,2023-04-28 00:00:00,14%,,,-53.26,"295,447","128,842","2,241,191",9.4
C585834,57,Female, Raleigh,,Single,5,,Earrings,2023-07-15 00:00:00,7%,,,38.37,"111,371","124,217","257,783",6.3
C310235,72,Female, Minneapolis,,Single,1,,Ring,2023-07-05 00:00:00,13%,,,-10.61,"283,311","16,486","2,452,335",9.6
C906222,33,Male, Minneapolis,,Single,4,,Bracelet,2023-04-26 00:00:00,20%,,,-91.54,"78,074","150,851","2,829,886",8.1
C383414,24,Male, Detroit,,Single,4,,Jewel,2023-05-04 00:00:00,19%,,,79.92,"212,790","119,503","337,443",4.6
C353477,19,Male, Kansas City,,Single,1,,Locket,2023-06-20 00:00:00,4%,,,-32.76,"87,248","126,581","2,085,391",7.8
C441916,34,Male, Orlando,,Married,9,,Ring,2023-03-27 00:00:00,0%,,,-44.03,"261,195","51,663","328,140",6.8
C257808,22,Male, Denver,,Married,1,,Earrings,2023-07-11 00:00:00,13%,,,-17.15,"219,912","109,404","246,880",5.4
C916552,37,Male, Norfolk,,Single,9,,Armlet,2023-07-20 00:00:00,1%,,,82.61,"109,995","193,114","1,945,672",6.8
C740797,26,Female, Austin,,Single,10,,Necklace,2023-03-26 00:00:00,0%,,,-94.65,"235,485","71,838","1,351,050",5.3
C573316,59,Male, Los Angeles,,Married,3,,Armlet,2023-05-07 00:00:00,8%,,,63.59,"273,362","24,131","1,288,579",1.7
C655929,71,Male, Columbus,,Single,7,,Armlet,2023-05-18 00:00:00,14%,,,-73.48,"121,801","62,070","829,214",4.4
C130707,22,Female, Philadelphia,,Single,4,,Necklace,2023-07-19 00:00:00,17%,,,-26.62,"227,242","162,268","1,453,724",6.2
C433379,26,Female, Mesa,,Single,9,,Necklace,2023-08-31 00:00:00,16%,,,26.75,"272,157","170,093","987,204",3.7
C794760,18,Female, Minneapolis,,Single,6,,Locket,2023-08-11 00:00:00,17%,,,-25.87,"274,670","45,147","1,547,683",1.0
C574156,49,Female, Tucson,,Married,4,,Locket,2023-07-28 00:00:00,10%,,,-77.4,"207,793","102,800","2,686,392",9.0
C534592,27,Female, Atlanta,,Married,1,,Jewel,2023-03-17 00:00:00,9%,,,-51.4,"52,970","144,519","425,285",6.5
C707609,38,Male, Cincinnati,,Married,5,,Earrings,2023-04-06 00:00:00,17%,,,41.74,"258,067","132,948","1,784,563",2.4
C103413,52,Male, Colorado Springs,,Married,3,,Necklace,2023-07-27 00:00:00,9%,,,62.53,"226,543","126,935","2,960,496",6.8
C542438,23,Female, Atlanta,,Married,4,,Armlet,2023-05-18 00:00:00,3%,,,-85.73,"260,673","41,052","345,911",3.7
C667750,74,Female, San Francisco,,Single,2,,Jewel,2023-06-23 00:00:00,20%,,,3.22,"184,180","38,768","1,024,922",5.1
C134546,32,Female, Riverside,,Married,8,,Armlet,2023-04-11 00:00:00,16%,,,81.76,"159,574","12,182","720,073",1.9
C869925,50,Male, San Antonio,,Married,3,,Earrings,2023-03-13 00:00:00,2%,,,15.68,"134,915","25,380","1,378,205",1.2
C726198,30,Female, Newark,,Married,9,,Bracelet,2023-04-12 00:00:00,10%,,,61.09,"56,921","82,653","1,759,523",2.2
C608709,58,Female, Charlotte,,Single,5,,Earrings,2023-04-28 00:00:00,7%,,,73.55,"54,719","130,940","1,318,032",7.0
C170304,38,Female, Columbus,,Married,2,,Armlet,2023-04-13 00:00:00,11%,,,-84.91,"73,536","129,754","2,026,606",1.2
C464090,33,Female, Tampa,,Single,2,,Pendant,2023-06-06 00:00:00,1%,,,-54.12,"149,986","170,377","804,506",6.8
C247767,43,Female, Columbus,,Married,6,,Ring,2023-07-10 00:00:00,0%,,,41.04,"130,972","125,663","2,400,943",8.6
C977105,61,Male, Colorado Springs,,Married,10,,Armlet,2023-05-25 00:00:00,1%,,,-31.5,"62,084","158,569","1,632,453",4.2
C646327,35,Male, Detroit,,Single,5,,Bracelet,2023-08-06 00:00:00,4%,,,12.02,"253,850","105,230","1,699,943",5.7
C845591,69,Female, Virginia Beach,,Married,10,,Pendant,2023-05-29 00:00:00,11%,,,92.62,"202,127","67,898","1,000,258",6.2
C465642,30,Male, Houston,,Single,8,,Earrings,2023-03-24 00:00:00,8%,,,-73.83,"57,964","40,118","1,947,231",1.2
C399330,61,Male, Philadelphia,,Married,10,,Pendant,2023-07-31 00:00:00,18%,,,-76.92,"152,621","160,538","2,278,478",8.3
C809608,20,Female, Virginia Beach,,Single,7,,Bracelet,2023-07-04 00:00:00,12%,,,32.13,"169,138","128,841","2,281,083",8.9
C792840,21,Male, Austin,,Single,2,,Bracelet,2023-04-22 00:00:00,9%,,,98.84,"65,358","161,279","2,236,446",8.8
C589053,31,Male, Orlando,,Single,2,,Bracelet,2023-05-15 00:00:00,1%,,,98.21,"87,111","89,065","2,140,969",6.4
C644448,60,Female, Pittsburgh,,Single,2,,Armlet,2023-07-21 00:00:00,17%,,,91.22,"178,845","186,753","1,296,656",3.6
C783530,42,Male, Phoenix,,Married,5,,Bracelet,2023-03-12 00:00:00,11%,,,38.82,"158,911","117,603","825,323",5.9
C117419,67,Male, Fort Worth,,Married,1,,Pendant,2023-04-19 00:00:00,12%,,,-24.22,"241,938","107,606","1,204,276",8.7
C126812,56,Female, Atlanta,,Married,3,,Necklace,2023-07-24 00:00:00,13%,,,81.48,"86,217","91,975","1,932,994",4.6
C790848,39,Female, Minneapolis,,Married,5,,Necklace,2023-05-01 00:00:00,11%,,,-98.34,"269,195","126,002","363,624",5.6
C268535,56,Female, Tulsa,,Single,5,,Necklace,2023-04-21 00:00:00,19%,,,-49.92,"103,891","114,304","2,639,320",8.5
C633913,38,Female, Columbus,,Single,7,,Ring,2023-08-13 00:00:00,8%,,,-20.69,"256,581","178,465","1,797,691",2.9
C353578,21,Female, Phoenix,,Married,4,,Armlet,2023-04-05 00:00:00,16%,,,50.41,"138,864","82,814","2,167,336",7.4
C884425,43,Female, Charlotte,,Single,1,,Pendant,2023-04-06 00:00:00,8%,,,-90.06,"254,979","155,743","1,568,242",3.8
C486080,56,Male, Chicago,,Single,6,,Pendant,2023-05-26 00:00:00,1%,,,-3.61,"276,159","95,422","2,353,995",4.0
C268549,39,Male, Charlotte,,Single,9,,Locket,2023-04-26 00:00:00,12%,,,4.53,"230,384","158,618","2,164,797",1.2
C506160,21,Male, Sacramento,,Married,3,,Bracelet,2023-05-22 00:00:00,10%,,,-93.52,"112,142","72,136","2,820,592",9.4
C268520,71,Male, Minneapolis,,Single,9,,Bracelet,2023-07-30 00:00:00,16%,,,-0.31,"235,885","5,959","2,646,122",1.5
C809387,58,Male, St Louis,,Married,10,,Necklace,2023-06-15 00:00:00,10%,,,75.82,"270,651","47,798","2,124,255",8.0
C444452,23,Male, Orlando,,Married,5,,Armlet,2023-08-06 00:00:00,4%,,,7.58,"221,870","191,986","2,563,670",8.0
C782949,38,Female, Nashville,,Single,3,,Armlet,2023-03-08 00:00:00,2%,,,81.94,"158,567","127,272","2,155,918",7.5
C872936,33,Male, Las Vegas,,Married,8,,Pendant,2023-07-18 00:00:00,3%,,,-15.81,"178,244","195,498","2,832,963",7.7
C538195,53,Male, Mesa,,Married,6,,Ring,2023-07-24 00:00:00,2%,,,-7.55,"89,467","18,711","1,219,184",9.2
C489679,33,Female, Phoenix,,Single,1,,Armlet,2023-05-04 00:00:00,8%,,,24.67,"92,504","92,062","1,344,367",5.1
C124943,53,Male, New York,,Single,5,,Earrings,2023-03-09 00:00:00,17%,,,-6.93,"132,448","67,134","209,773",1.2
C954291,57,Male, Denver,,Single,8,,Armlet,2023-08-27 00:00:00,6%,,,57.97,"178,259","79,413","2,593,381",6.6
C336285,25,Female, Mesa,,Single,8,,Earrings,2023-03-08 00:00:00,4%,,,29.54,"161,152","39,784","2,505,292",7.4
C850879,68,Female, Atlanta,,Single,5,,Necklace,2023-08-28 00:00:00,18%,,,-57.98,"181,947","180,781","1,283,788",7.1
C524916,55,Female, El Paso,,Single,1,,Jewel,2023-04-29 00:00:00,10%,,,5.43,"190,333","135,335","1,647,285",4.7
C183641,42,Female, Denver,,Single,10,,Ring,2023-08-02 00:00:00,18%,,,14.99,"101,577","47,916","2,396,943",5.2
C185836,56,Male, San Jose,,Married,2,,Earrings,2023-08-28 00:00:00,13%,,,-25.7,"97,300","112,112","1,311,202",8.6
C155395,19,Male, Oklahoma City,,Married,8,,Armlet,2023-08-14 00:00:00,7%,,,-57.76,"272,993","82,626","119,126",4.1
C675672,70,Male, Oklahoma City,,Single,6,,Necklace,2023-06-05 00:00:00,18%,,,-37.82,"85,536","56,576","2,163,154",8.0
